Team,Vs,Away Starter,Home Starter,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Money Line,O/U Result,O/U Line,O/U Odds,Results on the ML,Results on the Over,Results on the Under
Boston,TOR,Ricky Romero (L),Daisuke Matsuzaka (R),HOME,W,5,4,1,-136,O,8.5,-102,0.74,0.98,-1.00
Boston,TOR,Brett Cecil (L),Jon Lester (L),HOME,L,2,16,-14,-187,O,8.5,-107,-1.00,0.93,-1.00
Boston,LAA,Ervin Santana (R),Josh Beckett (R),HOME,L,2,7,-5,-151,U,9.5,-116,-1.00,-1.00,0.86
Boston,LAA,Scott Kazmir (L),John Lackey (R),HOME,W,7,5,2,-176,O,10,-110,0.57,0.91,-1.00
Boston,LAA,Jered Weaver (R),Clay Buchholz (R),HOME,W,6,0,6,-136,U,8,-105,0.74,-1.00,0.95
Boston,@ TEX,Daisuke Matsuzaka (R),C.J. Wilson (L),AWAY,L,3,7,-4,133,O,9.5,105,-1.00,1.05,-1.00
Boston,@ TEX,Jon Lester (L),Colby Lewis (R),AWAY,W,3,1,2,-104,U,8.5,-105,0.96,-1.00,0.95
Boston,@ TEX,Josh Beckett (R),Tommy Hunter (R),AWAY,L,9,10,-1,119,O,9.5,-103,-1.00,0.97,-1.00
Boston,@ TOR,John Lackey (R),Brad Mills (L),AWAY,L,5,6,-1,-104,O,10,102,-1.00,1.02,-1.00
Boston,@ TOR,Clay Buchholz (R),Shaun Marcum (R),AWAY,W,10,1,9,104,O,8,-109,1.04,0.92,-1.00
Boston,@ TOR,Daisuke Matsuzaka (R),Ricky Romero (L),AWAY,W,7,5,2,119,O,8,-105,1.19,0.95,-1.00
Boston,@ NYY,Jon Lester (L),Philip Hughes (R),AWAY,W,2,1,1,120,U,8.5,109,1.20,-1.00,1.09
Boston,@ NYY,Josh Beckett (R),Dustin Moseley (R),AWAY,L,2,7,-5,109,P,9,9 -,-1.00,0.00,0.00
Boston,@ NYY,John Lackey (R),CC Sabathia (L),AWAY,L,2,5,-3,194,U,9,-116,-1.00,-1.00,0.86
Boston,@ NYY,Clay Buchholz (R),Javier Vazquez (R),AWAY,W,6,3,3,145,P,9,9 -,1.45,0.00,0.00
Boston,CLE,Josh Tomlin (R),Daisuke Matsuzaka (R),HOME,W,6,2,4,-198,U,9,103,0.51,-1.00,1.03
Boston,CLE,Justin Masterson (R),Jon Lester (L),HOME,L,1,9,-8,-247,O,8.5,-116,-1.00,0.86,-1.00
Boston,CLE,David Huff (L),Josh Beckett (R),HOME,W,3,1,2,-239,U,9.5,102,0.42,-1.00,1.02
Boston,CLE,Fausto Carmona (R),John Lackey (R),HOME,L,5,6,-1,-195,O,9,101,-1.00,1.01,-1.00
Boston,DET,Justin Verlander (R),Clay Buchholz (R),HOME,W,4,3,1,-138,U,8,-108,0.72,-1.00,0.93
Boston,DET,Max Scherzer (R),Daisuke Matsuzaka (R),HOME,W,5,4,1,-180,O,8.5,-113,0.56,0.88,-1.00
Boston,DET,Armando Galarraga (R),Jon Lester (L),HOME,L,5,6,-1,-252,O,8.5,-110,-1.00,0.91,-1.00
Boston,@ LAA,Josh Beckett (R),Scot Shields (R),AWAY,W,7,3,4,103,O,8.5,-106,1.03,0.94,-1.00
Boston,@ LAA,John Lackey (R),Jered Weaver (R),AWAY,W,4,2,2,139,U,7.5,-102,1.39,-1.00,0.98
Boston,@ LAA,Clay Buchholz (R),Dan Haren (R),AWAY,W,6,3,3,122,O,7.5,-104,1.22,0.96,-1.00
Boston,@ SEA,Daisuke Matsuzaka (R),Doug Fister (R),AWAY,L,2,4,-2,-137,U,7.5,-107,-1.00,-1.00,0.93
Boston,@ SEA,Jon Lester (L),David Pauley (R),AWAY,L,1,5,-4,-187,U,7.5,-117,-1.00,-1.00,0.85
Boston,@ SEA,Josh Beckett (R),Jason Vargas (L),AWAY,W,2,1,1,-117,U,7.5,-105,0.85,-1.00,0.95
Boston,@ SEA,John Lackey (R),Ryan Rowland-Smith (L),AWAY,W,8,6,2,-153,O,8.5,-102,0.65,0.98,-1.00
Boston,@ OAK,Clay Buchholz (R),Gio Gonzalez (L),AWAY,L,4,6,-2,-107,O,7.5,102,-1.00,1.02,-1.00
Boston,@ OAK,Tim Wakefield (R),Dallas Braden (L),AWAY,L,4,5,-1,108,O,8,-119,-1.00,0.84,-1.00
Boston,@ OAK,Daisuke Matsuzaka (R),Ben Sheets (R),AWAY,W,2,1,1,107,U,8,-105,1.07,-1.00,0.95
Boston,TEX,C.J. Wilson (L),Jon Lester (L),HOME,L,2,4,-2,-156,U,8.5,104,-1.00,-1.00,1.04
Boston,TEX,Cliff Lee (L),John Lackey (R),HOME,W,3,2,1,133,U,9,-110,1.33,-1.00,0.91
Boston,TEX,Colby Lewis (R),Felix Doubront (L),HOME,L,4,8,-4,115,O,9.5,-119,-1.00,0.84,-1.00
Boston,TEX,Tommy Hunter (R),Tim Wakefield (R),HOME,L,2,7,-5,-109,U,9.5,-107,-1.00,-1.00,0.93
Boston,@ TOR,Daisuke Matsuzaka (R),Jesse Litsch (R),AWAY,W,3,2,1,-118,U,9.5,113,0.85,-1.00,1.13
Boston,@ TOR,John Lackey (R),Brandon Morrow (R),AWAY,L,5,9,-4,105,O,9,111,-1.00,1.11,-1.00
Boston,@ TOR,Jon Lester (L),Ricky Romero (L),AWAY,W,14,3,11,-132,O,7.5,111,0.76,1.11,-1.00
Boston,@ TB,Tim Wakefield (R),David Price (L),AWAY,L,4,6,-2,166,O,8.5,111,-1.00,1.11,-1.00
Boston,@ TB,Felix Doubront (L),Jeff Niemann (R),AWAY,L,2,3,-1,161,U,9,-116,-1.00,-1.00,0.86
Boston,@ TB,Daisuke Matsuzaka (R),Matt Garza (R),AWAY,L,5,6,-1,154,O,8.5,-109,-1.00,0.92,-1.00
Boston,BAL,Brian Matusz (L),John Lackey (R),HOME,L,1,6,-5,-205,U,9.5,-120,-1.00,-1.00,0.83
Boston,BAL,Jeremy Guthrie (R),Jon Lester (L),HOME,W,9,3,6,-273,O,8.5,-113,0.37,0.88,-1.00
Boston,BAL,Bradley Bergesen (R),Tim Wakefield (R),HOME,W,3,2,1,-213,U,10,-119,0.47,-1.00,0.84
Boston,TB,Matt Garza (R),Daisuke Matsuzaka (R),HOME,L,4,9,-5,-106,O,9.5,100,-1.00,1.00,-1.00
Boston,TB,James Shields (R),John Lackey (R),HOME,W,8,5,3,-109,O,9.5,105,0.92,1.05,-1.00
Boston,@ SF,Jon Lester (L),Tim Lincecum (R),AWAY,W,5,1,4,111,U,6.5,-111,1.11,-1.00,0.90
Boston,@ SF,Clay Buchholz (R),Madison Bumgarner (L),AWAY,W,4,2,2,-140,U,8,-102,0.71,-1.00,0.98
Boston,@ SF,Tim Wakefield (R),Jonathan Sanchez (L),AWAY,L,4,5,-1,119,O,8,-109,-1.00,0.92,-1.00
Boston,@ COL,Daisuke Matsuzaka (R),Jason Hammel (R),AWAY,W,13,11,2,106,O,9.5,-111,1.06,0.90,-1.00
Boston,@ COL,John Lackey (R),Ubaldo Jimenez (R),AWAY,L,6,8,-2,155,O,8,-117,-1.00,0.85,-1.00
Boston,@ COL,Jon Lester (L),Jhoulys Chacin (R),AWAY,L,1,2,-1,-139,U,8.5,105,-1.00,-1.00,1.05
Boston,LA,Hiroki Kuroda (R),Clay Buchholz (R),HOME,W,2,0,2,-153,U,9.5,-102,0.65,-1.00,0.98
Boston,LA,Vicente Padilla (R),Tim Wakefield (R),HOME,W,5,4,1,-154,U,11,-104,0.65,-1.00,0.96
Boston,LA,Carlos Monasterios (R),Felix Doubront (L),HOME,W,10,6,4,-136,O,10.5,-120,0.74,0.83,-1.00
Boston,ARI,Dan Haren (R),John Lackey (R),HOME,W,8,5,3,-145,O,9,110,0.69,1.10,-1.00
Boston,ARI,Rodrigo Lopez (R),Jon Lester (L),HOME,W,6,2,4,-270,U,9,106,0.37,-1.00,1.06
Boston,ARI,Ian Kennedy (R),Clay Buchholz (R),HOME,W,6,3,3,-190,U,9.5,-110,0.53,-1.00,0.91
Boston,PHI,Cole Hamels (L),Tim Wakefield (R),HOME,L,3,5,-2,101,U,9.5,-118,-1.00,-1.00,0.85
Boston,PHI,Joe Blanton (R),Scott Atchison (R),HOME,W,10,2,8,-153,O,10,102,0.65,1.02,-1.00
Boston,PHI,Jamie Moyer (L),John Lackey (R),HOME,W,12,2,10,-140,O,10.5,108,0.71,1.08,-1.00
Boston,@ CLE,Jon Lester (L),Mitch Talbot (R),AWAY,L,7,8,-1,-195,O,8.5,-111,-1.00,0.90,-1.00
Boston,@ CLE,Clay Buchholz (R),Justin Masterson (R),AWAY,L,0,11,-11,-172,O,9,102,-1.00,1.02,-1.00
Boston,@ CLE,Tim Wakefield (R),David Huff (L),AWAY,W,3,2,1,-159,U,9.5,-102,0.63,-1.00,0.98
Boston,@ CLE,Daisuke Matsuzaka (R),Fausto Carmona (R),AWAY,W,4,1,3,-148,U,9,100,0.68,-1.00,1.00
Boston,@ BAL,John Lackey (R),Brian Matusz (L),AWAY,L,3,4,-1,-159,U,9.5,-110,-1.00,-1.00,0.91
Boston,@ BAL,Jon Lester (L),Jeremy Guthrie (R),AWAY,W,8,2,6,-193,O,8.5,100,0.52,1.00,-1.00
Boston,@ BAL,Clay Buchholz (R),Chris Tillman (R),AWAY,W,11,0,11,-170,O,9.5,103,0.59,1.03,-1.00
Boston,OAK,Brett Anderson (L),Tim Wakefield (R),HOME,L,8,9,-1,-116,O,9,-101,-1.00,0.99,-1.00
Boston,OAK,Ben Sheets (R),Daisuke Matsuzaka (R),HOME,W,6,4,2,-141,O,9.5,-113,0.71,0.88,-1.00
Boston,OAK,Gio Gonzalez (L),John Lackey (R),HOME,W,9,4,5,-153,O,9,-114,0.65,0.88,-1.00
Boston,KC,Bruce Chen (L),Jon Lester (L),HOME,W,8,1,7,-275,P,9,9 -,0.36,0.00,0.00
Boston,KC,Zack Greinke (R),Clay Buchholz (R),HOME,W,1,0,1,-146,U,8.5,-120,0.68,-1.00,0.83
Boston,KC,Kyle Davies (R),Tim Wakefield (R),HOME,L,5,12,-7,-187,O,9.5,103,-1.00,1.03,-1.00
Boston,KC,Brian Bannister (R),Daisuke Matsuzaka (R),HOME,L,3,4,-1,-198,U,9.5,-115,-1.00,-1.00,0.87
Boston,@ TB,John Lackey (R),Matt Garza (R),AWAY,W,11,3,8,149,O,8.5,106,1.49,1.06,-1.00
Boston,@ TB,Jon Lester (L),James Shields (R),AWAY,W,2,0,2,106,U,8,-105,1.06,-1.00,0.95
Boston,@ TB,Clay Buchholz (R),Wade Davis (R),AWAY,W,6,1,5,125,U,9,102,1.25,-1.00,1.02
Boston,@ PHI,Tim Wakefield (R),Roy Halladay (R),AWAY,W,8,3,5,184,O,8,-103,1.84,0.97,-1.00
Boston,@ PHI,Daisuke Matsuzaka (R),Kyle Kendrick (R),AWAY,W,5,0,5,110,U,10.5,-108,1.10,-1.00,0.93
Boston,@ PHI,John Lackey (R),Cole Hamels (L),AWAY,L,1,5,-4,132,U,9.5,-111,-1.00,-1.00,0.90
Boston,MIN,Francisco Liriano (L),Jon Lester (L),HOME,W,6,2,4,-138,P,8,8 -,0.72,0.00,0.00
Boston,MIN,Scott Baker (R),Clay Buchholz (R),HOME,W,3,2,1,-118,U,9.5,-106,0.85,-1.00,0.94
Boston,@ NYY,Josh Beckett (R),CC Sabathia (L),AWAY,W,7,6,1,167,O,8.5,-108,1.67,0.93,-1.00
Boston,@ NYY,Daisuke Matsuzaka (R),Philip Hughes (R),AWAY,L,9,11,-2,170,O,9,104,-1.00,1.04,-1.00
Boston,@ DET,John Lackey (R),Armando Galarraga (R),AWAY,L,1,5,-4,-137,U,9.5,-123,-1.00,-1.00,0.81
Boston,@ DET,Jon Lester (L),Dontrelle Willis (L),AWAY,L,6,7,-1,-176,O,9,102,-1.00,1.02,-1.00
Boston,@ DET,Clay Buchholz (R),Max Scherzer (R),AWAY,W,7,2,5,-117,P,9,9 -,0.85,0.00,0.00
Boston,TOR,Shaun Marcum (R),Tim Wakefield (R),HOME,L,2,3,-1,-106,U,9.5,-110,-1.00,-1.00,0.91
Boston,TOR,Dana Eveland (L),Daisuke Matsuzaka (R),HOME,W,6,1,5,-148,U,10.5,-112,0.68,-1.00,0.89
Boston,TOR,Brandon Morrow (R),John Lackey (R),HOME,W,7,6,1,-190,O,9.5,101,0.53,1.01,-1.00
Boston,NYY,A.J. Burnett (R),Jon Lester (L),HOME,W,9,3,6,-109,O,9,107,0.92,1.07,-1.00
Boston,NYY,CC Sabathia (L),Clay Buchholz (R),HOME,L,3,14,-11,128,O,9,107,-1.00,1.07,-1.00
Boston,NYY,Philip Hughes (R),Josh Beckett (R),HOME,L,3,10,-7,-103,O,9.5,104,-1.00,1.04,-1.00
Boston,LAA,Scott Kazmir (L),Daisuke Matsuzaka (R),HOME,W,11,6,5,-130,O,10.5,100,0.77,1.00,-1.00
Boston,LAA,Joel Pineiro (R),John Lackey (R),HOME,W,3,1,2,-162,U,9.5,100,0.62,-1.00,1.00
Boston,LAA,Ervin Santana (R),Jon Lester (L),HOME,W,5,1,4,-172,U,9,-108,0.58,-1.00,0.93
Boston,LAA,Joe Saunders (L),Clay Buchholz (R),HOME,W,17,8,9,-175,O,10,-103,0.57,0.97,-1.00
Boston,@ BAL,Josh Beckett (R),Kevin Millwood (R),AWAY,L,2,3,-1,-153,U,9,102,-1.00,-1.00,1.02
Boston,@ BAL,Daisuke Matsuzaka (R),Bradley Bergesen (R),AWAY,L,9,12,-3,-154,O,10,106,-1.00,1.06,-1.00
Boston,@ BAL,John Lackey (R),David Hernandez (R),AWAY,L,4,5,-1,-152,P,9,9 -,-1.00,0.00,0.00
Boston,@ TOR,Jon Lester (L),Brett Cecil (L),AWAY,W,2,0,2,-146,U,8.5,-103,0.68,-1.00,0.97
Boston,@ TOR,Clay Buchholz (R),Shaun Marcum (R),AWAY,W,2,1,1,-105,U,8.5,105,0.95,-1.00,1.05
Boston,@ TOR,Josh Beckett (R),Dana Eveland (L),AWAY,W,13,12,1,-137,O,9,-107,0.73,0.93,-1.00
Boston,BAL,David Hernandez (R),Tim Wakefield (R),HOME,L,6,7,-1,-155,O,10.5,-109,-1.00,0.92,-1.00
Boston,BAL,Brian Matusz (L),John Lackey (R),HOME,W,7,6,1,-174,O,8.5,101,0.57,1.01,-1.00
Boston,BAL,Jeremy Guthrie (R),Jon Lester (L),HOME,W,4,3,1,-210,U,8.5,-101,0.48,-1.00,0.99
Boston,TEX,C.J. Wilson (L),Clay Buchholz (R),HOME,L,0,3,-3,-141,U,9,-117,-1.00,-1.00,0.85
Boston,TEX,Matt Harrison (L),Josh Beckett (R),HOME,W,8,7,1,-188,O,9,104,0.53,1.04,-1.00
Boston,TEX,Colby Lewis (R),Tim Wakefield (R),HOME,W,7,6,1,-130,O,9.5,109,0.77,1.09,-1.00
Boston,TB,Jeff Niemann (R),John Lackey (R),HOME,L,2,8,-6,-166,O,8.5,-105,-1.00,0.95,-1.00
Boston,TB,Matt Garza (R),Jon Lester (L),HOME,L,1,7,-6,-136,U,8.5,-114,-1.00,-1.00,0.88
Boston,TB,James Shields (R),Clay Buchholz (R),HOME,L,5,6,-1,-125,O,9,100,-1.00,1.00,-1.00
Boston,TB,Wade Davis (R),Josh Beckett (R),HOME,L,1,3,-2,-165,U,9.5,-121,-1.00,-1.00,0.83
Boston,@ MIN,Tim Wakefield (R),Francisco Liriano (L),AWAY,L,0,8,-8,112,U,9.5,102,-1.00,-1.00,1.02
Boston,@ MIN,John Lackey (R),Kevin Slowey (R),AWAY,W,6,3,3,-111,P,9,9 -,0.90,0.00,0.00
Boston,@ MIN,Jon Lester (L),Carl Pavano (R),AWAY,L,2,5,-3,-127,U,9,-114,-1.00,-1.00,0.88
Boston,@ KC,Clay Buchholz (R),Gil Meche (R),AWAY,W,8,6,2,-162,O,9,-107,0.62,0.93,-1.00
Boston,@ KC,Josh Beckett (R),Zack Greinke (R),AWAY,W,8,3,5,-107,O,7,-113,0.93,0.88,-1.00
Boston,@ KC,Tim Wakefield (R),Kyle Davies (R),AWAY,L,3,4,-1,-151,U,9.5,-107,-1.00,-1.00,0.93
Boston,NYY,Andy Pettitte (L),John Lackey (R),HOME,L,1,3,-2,-138,U,10,-106,-1.00,-1.00,0.94
Boston,NYY,A.J. Burnett (R),Jon Lester (L),HOME,L,4,6,-2,-136,O,9.5,101,-1.00,1.01,-1.00
Boston,NYY,CC Sabathia (L),Josh Beckett (R),HOME,W,9,7,2,-118,O,9,106,0.85,1.06,-1.00
NY Yankees,@ TEX,Phil Hughes (R),Colby Lewis (R),AWAY,L,1,6,-5,-107,U,9,-111,-1.00,-1.00,0.90
NY Yankees,TEX,C.J. Wilson (L),CC Sabathia (L),HOME,W,7,2,5,-173,O,8,109,0.58,1.09,-1.00
NY Yankees,TEX,Tommy Hunter (R),A.J. Burnett (R),HOME,L,3,10,-7,-157,O,9.5,-109,-1.00,0.92,-1.00
NY Yankees,TEX,Cliff Lee (L),Andy Pettitte (L),HOME,L,0,8,-8,104,O,7.5,104,-1.00,1.04,-1.00
NY Yankees,@ TEX,Phil Hughes (R),Colby Lewis (R),AWAY,L,2,7,-5,-116,P,9,9 -,-1.00,0.00,0.00
NY Yankees,@ TEX,CC Sabathia (L),C.J. Wilson (L),AWAY,W,6,5,1,-133,O,8.5,106,0.75,1.06,-1.00
NY Yankees,MIN,Brian Duensing (L),Phil Hughes (R),HOME,W,6,1,5,-177,U,9,110,0.56,-1.00,1.10
NY Yankees,@ MIN,Andy Pettitte (L),Carl Pavano (R),AWAY,W,5,2,3,-117,U,9,-108,0.85,-1.00,0.93
NY Yankees,@ MIN,CC Sabathia (L),Francisco Liriano (L),AWAY,W,6,4,2,-144,O,7.5,105,0.69,1.05,-1.00
NY Yankees,@ BOS,Dustin Moseley (R),John Lackey (R),AWAY,L,4,8,-4,112,O,9.5,111,-1.00,1.11,-1.00
NY Yankees,@ BOS,A.J. Burnett (R),Daisuke Matsuzaka (R),AWAY,L,6,7,-1,102,O,9.5,-101,-1.00,0.99,-1.00
NY Yankees,@ BOS,Andy Pettitte (L),Tim Wakefield (R),AWAY,W,6,5,1,-134,O,9.5,111,0.75,1.11,-1.00
NY Yankees,@ TOR,Javier Vazquez (R),Brett Cecil (L),AWAY,L,4,8,-4,105,O,9,-116,-1.00,0.86,-1.00
NY Yankees,@ TOR,CC Sabathia (L),Kyle Drabek (R),AWAY,W,6,1,5,-181,U,8.5,-105,0.55,-1.00,0.95
NY Yankees,@ TOR,A.J. Burnett (R),Marc Rzepczynski (L),AWAY,L,5,7,-2,-124,O,9.5,-114,-1.00,0.88,-1.00
NY Yankees,BOS,Daisuke Matsuzaka (R),Phil Hughes (R),HOME,W,4,3,1,-183,U,9.5,-108,0.55,-1.00,0.93
NY Yankees,BOS,Jon Lester (L),Ivan Nova (R),HOME,L,3,7,-4,109,O,9,-105,-1.00,0.95,-1.00
NY Yankees,BOS,Josh Beckett (R),Andy Pettitte (L),HOME,L,8,10,-2,-175,O,9.5,-105,-1.00,0.95,-1.00
NY Yankees,TB,David Price (L),CC Sabathia (L),HOME,L,3,10,-7,-136,O,8,106,-1.00,1.06,-1.00
NY Yankees,TB,Wade Davis (R),A.J. Burnett (R),HOME,L,2,7,-5,-137,U,10.5,-121,-1.00,-1.00,0.83
NY Yankees,TB,James Shields (R),Phil Hughes (R),HOME,W,8,3,5,-133,O,9.5,-105,0.75,0.95,-1.00
NY Yankees,TB,Matt Garza (R),Ivan Nova (R),HOME,W,8,6,2,-119,O,9.5,-120,0.84,0.83,-1.00
NY Yankees,@ BAL,Andy Pettitte (L),Chris Tillman (R),AWAY,L,3,4,-1,-164,U,9,-111,-1.00,-1.00,0.90
NY Yankees,@ BAL,CC Sabathia (L),Jeremy Guthrie (R),AWAY,W,11,3,8,-184,O,8,110,0.54,1.10,-1.00
NY Yankees,@ BAL,A.J. Burnett (R),Kevin Millwood (R),AWAY,W,4,3,1,-149,U,9.5,-116,0.67,-1.00,0.86
NY Yankees,@ TB,Phil Hughes (R),James Shields (R),AWAY,L,3,4,-1,107,U,9.5,-115,-1.00,-1.00,0.87
NY Yankees,@ TB,Ivan Nova (R),Matt Garza (R),AWAY,W,8,7,1,123,O,8.5,-107,1.23,0.93,-1.00
NY Yankees,@ TB,CC Sabathia (L),David Price (L),AWAY,L,0,1,-1,115,U,7.5,-117,-1.00,-1.00,0.85
NY Yankees,@ TEX,Dustin Moseley (R),Cliff Lee (L),AWAY,L,1,4,-3,161,U,9.5,-112,-1.00,-1.00,0.89
NY Yankees,@ TEX,A.J. Burnett (R),Tommy Hunter (R),AWAY,L,6,7,-1,-103,O,10.5,101,-1.00,1.01,-1.00
NY Yankees,@ TEX,Javier Vazquez (R),C.J. Wilson (L),AWAY,L,5,6,-1,129,O,9.5,-105,-1.00,0.95,-1.00
NY Yankees,BAL,Bradley Bergesen (R),Ivan Nova (R),HOME,W,3,2,1,-243,U,10,106,0.41,-1.00,1.06
NY Yankees,BAL,Jake Arrieta (R),CC Sabathia (L),HOME,L,2,6,-4,-385,U,9,-109,-1.00,-1.00,0.92
NY Yankees,BAL,Brian Matusz (L),A.J. Burnett (R),HOME,L,3,4,-1,-195,U,9.5,-119,-1.00,-1.00,0.84
NY Yankees,TOR,Brett Cecil (L),Phil Hughes (R),HOME,L,3,7,-4,-164,O,9.5,111,-1.00,1.11,-1.00
NY Yankees,TOR,Marc Rzepczynski (L),Javier Vazquez (R),HOME,W,7,5,2,-191,O,10,-102,0.52,0.98,-1.00
NY Yankees,TOR,Brandon Morrow (R),Ivan Nova (R),HOME,W,7,3,4,-135,O,9,-109,0.74,0.92,-1.00
NY Yankees,OAK,Dallas Braden (L),CC Sabathia (L),HOME,W,5,0,5,-208,U,8,-114,0.48,-1.00,0.88
NY Yankees,OAK,Brett Anderson (L),A.J. Burnett (R),HOME,W,4,3,1,-133,U,9.5,-119,0.75,-1.00,0.84
NY Yankees,OAK,Vin Mazzaro (R),Phil Hughes (R),HOME,W,9,3,6,-203,O,9,-105,0.49,0.95,-1.00
NY Yankees,OAK,Trevor Cahill (R),Dustin Moseley (R),HOME,W,11,5,6,-125,O,9.5,104,0.80,1.04,-1.00
NY Yankees,@ CHW,Ivan Nova (R),Gavin Floyd (R),AWAY,W,2,1,1,116,U,9.5,106,1.16,-1.00,1.06
NY Yankees,@ CHW,CC Sabathia (L),John Danks (L),AWAY,W,12,9,3,-134,O,8.5,-104,0.75,0.96,-1.00
NY Yankees,@ CHW,A.J. Burnett (R),Freddy Garcia (R),AWAY,L,4,9,-5,-137,O,10,-110,-1.00,0.91,-1.00
NY Yankees,@ TOR,Phil Hughes (R),Brett Cecil (L),AWAY,L,3,6,-3,-133,P,9,9 -,-1.00,0.00,0.00
NY Yankees,@ TOR,Dustin Moseley (R),Marc Rzepczynski (L),AWAY,W,11,5,6,-104,O,10,-101,0.96,0.99,-1.00
NY Yankees,@ TOR,Ivan Nova (R),Brandon Morrow (R),AWAY,L,2,3,-1,120,U,9,-118,-1.00,-1.00,0.85
NY Yankees,SEA,Luke French (L),CC Sabathia (L),HOME,W,10,0,10,-315,O,8.5,-108,0.32,0.93,-1.00
NY Yankees,SEA,Jason Vargas (L),Javier Vazquez (R),HOME,W,9,5,4,-203,O,9,-118,0.49,0.85,-1.00
NY Yankees,SEA,Felix Hernandez (R),A.J. Burnett (R),HOME,L,0,6,-6,-145,U,8,105,-1.00,-1.00,1.05
NY Yankees,DET,Rick Porcello (R),Phil Hughes (R),HOME,W,11,5,6,-235,O,9.5,-107,0.43,0.93,-1.00
NY Yankees,DET,Jeremy Bonderman (R),Dustin Moseley (R),HOME,W,9,5,4,-173,O,9.5,-101,0.58,0.99,-1.00
NY Yankees,DET,Justin Verlander (R),CC Sabathia (L),HOME,W,6,2,4,-177,O,7.5,-101,0.56,0.99,-1.00
NY Yankees,DET,Max Scherzer (R),Javier Vazquez (R),HOME,L,1,3,-2,-174,U,9,109,-1.00,-1.00,1.09
NY Yankees,@ KC,A.J. Burnett (R),Bryan Bullington (R),AWAY,L,0,1,-1,-210,U,10,-115,-1.00,-1.00,0.87
NY Yankees,@ KC,Phil Hughes (R),Sean O'Sullivan (R),AWAY,W,8,3,5,-236,O,9.5,-109,0.42,0.92,-1.00
NY Yankees,@ KC,Dustin Moseley (R),Kyle Davies (R),AWAY,L,3,4,-1,-182,U,10,107,-1.00,-1.00,1.07
NY Yankees,@ KC,CC Sabathia (L),Bruce Chen (L),AWAY,W,4,3,1,-240,U,9,-105,0.42,-1.00,0.95
NY Yankees,@ TEX,Javier Vazquez (R),Cliff Lee (L),AWAY,W,7,6,1,160,O,8,-117,1.60,0.85,-1.00
NY Yankees,@ TEX,A.J. Burnett (R),C.J. Wilson (L),AWAY,L,3,4,-1,133,U,10,-103,-1.00,-1.00,0.97
NY Yankees,BOS,Jon Lester (L),Phil Hughes (R),HOME,L,1,2,-1,-127,U,8.5,109,-1.00,-1.00,1.09
NY Yankees,BOS,Josh Beckett (R),Dustin Moseley (R),HOME,W,7,2,5,-116,P,9,9 -,0.86,0.00,0.00
NY Yankees,BOS,John Lackey (R),CC Sabathia (L),HOME,W,5,2,3,-207,U,9,-116,0.48,-1.00,0.86
NY Yankees,BOS,Clay Buchholz (R),Javier Vazquez (R),HOME,L,3,6,-3,-154,P,9,9 -,-1.00,0.00,0.00
NY Yankees,TOR,Shaun Marcum (R),Phil Hughes (R),HOME,W,5,1,4,-182,U,9.5,-118,0.55,-1.00,0.85
NY Yankees,TOR,Ricky Romero (L),Dustin Moseley (R),HOME,L,2,8,-6,-151,O,9.5,-105,-1.00,0.95,-1.00
NY Yankees,TOR,Brandon Morrow (R),A.J. Burnett (R),HOME,L,6,8,-2,-182,O,9.5,101,-1.00,1.01,-1.00
NY Yankees,@ TB,CC Sabathia (L),James Shields (R),AWAY,L,0,3,-3,-129,U,8,-118,-1.00,-1.00,0.85
NY Yankees,@ TB,Javier Vazquez (R),Matt Garza (R),AWAY,W,5,4,1,109,O,8.5,-119,1.09,0.84,-1.00
NY Yankees,@ TB,Phil Hughes (R),Wade Davis (R),AWAY,L,2,3,-1,-110,U,9,-103,-1.00,-1.00,0.97
NY Yankees,@ CLE,Dustin Moseley (R),Mitch Talbot (R),AWAY,W,11,4,7,-144,O,9.5,-115,0.69,0.87,-1.00
NY Yankees,@ CLE,A.J. Burnett (R),Fausto Carmona (R),AWAY,W,8,0,8,-155,U,9,107,0.65,-1.00,1.07
NY Yankees,@ CLE,CC Sabathia (L),Josh Tomlin (R),AWAY,L,1,4,-3,-240,U,9,104,-1.00,-1.00,1.04
NY Yankees,@ CLE,Javier Vazquez (R),Jake Westbrook (R),AWAY,W,3,2,1,-170,U,9,106,0.59,-1.00,1.06
NY Yankees,KC,Sean O'Sullivan (R),Phil Hughes (R),HOME,W,12,6,6,-290,O,10,102,0.34,1.02,-1.00
NY Yankees,KC,Kyle Davies (R),Sergio Mitre (R),HOME,L,4,7,-3,-214,P,11,11 -,-1.00,0.00,0.00
NY Yankees,KC,Brian Bannister (R),A.J. Burnett (R),HOME,W,7,1,6,-244,U,10,-111,0.41,-1.00,0.90
NY Yankees,KC,Bruce Chen (L),CC Sabathia (L),HOME,W,10,4,6,-283,O,9,-109,0.35,0.92,-1.00
NY Yankees,LAA,Joel Pineiro (R),Javier Vazquez (R),HOME,W,10,6,4,-191,O,9,-102,0.52,0.98,-1.00
NY Yankees,LAA,Sean O'Sullivan (R),Phil Hughes (R),HOME,L,2,10,-8,-242,O,10,-111,-1.00,0.90,-1.00
NY Yankees,TB,David Price (L),Andy Pettitte (L),HOME,W,9,5,4,-124,O,8.5,-125,0.81,0.80,-1.00
