Team,Season,Date,Vs,Score,Away Starter,Home Starter,BAL Line,O/U,,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Side Line,O/U Result,O/U Line,O/U Odds
Baltimore,2010,9/5/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,9/4/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,9/3/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,9/1/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,8/31/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,8/30/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,8/29/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/28/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/27/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/26/20,awayTeamLogoLAA ,L 4-5,L -228,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,8/25/20,awayTeamLogoLAA ,L 4-5,L -228,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,8/24/20,awayTeamLogoLAA ,L 4-5,L -228,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,8/22/20,awayTeamLogoATL ,W 5-1,W 169,U 10,44090,,,HOME,W,5,1,4,4090,,,
Baltimore,2010,8/21/20,awayTeamLogoATL ,W 5-1,W 169,U 10,44090,,,HOME,W,5,1,4,4090,,,
Baltimore,2010,8/20/20,awayTeamLogoATL ,W 5-1,W 169,U 10,44090,,,HOME,W,5,1,4,4090,,,
Baltimore,2010,8/19/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/18/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/17/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/16/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/15/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,8/14/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,8/13/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,8/12/20,awayTeamLogoDET ,L 2-5,L 138,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,8/11/20,awayTeamLogoDET ,L 2-5,L 138,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,8/10/20,awayTeamLogoDET ,L 2-5,L 138,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,8/8/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/7/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/6/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,8/4/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,8/3/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,8/2/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,8/1/20,awayTeamLogo@ DET ,L 2-5,L -150,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,7/31/20,awayTeamLogo@ DET ,L 2-5,L -150,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,7/30/20,awayTeamLogo@ DET ,L 2-5,L -150,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,7/29/20,awayTeamLogo@ DET ,L 2-5,L -150,U 9,43724,,,HOME,L,2,5,-3,3724,,,
Baltimore,2010,7/28/20,awayTeamLogoMIA ,L 7-8,L -112,O 8.5,44049,,,HOME,L,7,8,-1,4049,,,
Baltimore,2010,7/27/20,awayTeamLogoMIA ,L 7-8,L -112,O 8.5,44049,,,HOME,L,7,8,-1,4049,,,
Baltimore,2010,7/25/20,awayTeamLogoWAS ,L 5-6,L 151,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,7/24/20,awayTeamLogoWAS ,L 5-6,L 151,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,7/23/20,awayTeamLogoWAS ,L 5-6,L 151,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,7/21/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,7/20/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,7/19/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,7/18/20,awayTeamLogo@ KC ,L 4-6,L 132,O 9.5,43709,,,HOME,L,4,6,-2,3709,,,
Baltimore,2010,7/17/20,awayTeamLogo@ KC ,L 4-6,L 132,O 9.5,43709,,,HOME,L,4,6,-2,3709,,,
Baltimore,2010,7/16/20,awayTeamLogo@ KC ,L 4-6,L 132,O 9.5,43709,,,HOME,L,4,6,-2,3709,,,
Baltimore,2010,7/11/20,awayTeamLogoCHW ,L 6-7,L -139,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,7/10/20,awayTeamLogoCHW ,L 6-7,L -139,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,7/9/20,awayTeamLogoCHW ,L 6-7,L -139,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,7/8/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,7/7/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,7/6/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,7/4/20,awayTeamLogo@ LAA ,L 4-5,L 209,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,7/3/20,awayTeamLogo@ LAA ,L 4-5,L 209,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,7/2/20,awayTeamLogo@ LAA ,L 4-5,L 209,U 10.5,43674,,,HOME,L,4,5,-1,3674,,,
Baltimore,2010,6/30/20,awayTeamLogo@ HOU ,W 8-7,W -429,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/29/20,awayTeamLogo@ HOU ,W 8-7,W -429,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/28/20,awayTeamLogo@ HOU ,W 8-7,W -429,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/27/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/26/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/25/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/24/20,awayTeamLogo@ TOR ,W 7-5,W 113,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/23/20,awayTeamLogoHOU ,W 8-7,W 379,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/22/20,awayTeamLogoHOU ,W 8-7,W 379,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/21/20,awayTeamLogoHOU ,W 8-7,W 379,O 10,43688,,,HOME,W,8,7,1,3688,,,
Baltimore,2010,6/20/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/19/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/18/20,awayTeamLogoTOR ,W 7-5,W -123,O 10,44101,,,HOME,W,7,5,2,4101,,,
Baltimore,2010,6/17/20,awayTeamLogo@ CLE ,L 0-2,L -253,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/16/20,awayTeamLogo@ CLE ,L 0-2,L -253,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/15/20,awayTeamLogo@ CLE ,L 0-2,L -253,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/14/20,awayTeamLogo@ CLE ,L 0-2,L -253,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/13/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,6/12/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,6/11/20,awayTeamLogo@ TB ,W 2-1,W -146,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,6/9/20,awayTeamLogoNYM ,L 6-7,L -202,O 9.5,44083,,,HOME,L,6,7,-1,4083,,,
Baltimore,2010,6/8/20,awayTeamLogoNYM ,L 6-7,L -202,O 9.5,44083,,,HOME,L,6,7,-1,4083,,,
Baltimore,2010,6/6/20,awayTeamLogoCLE ,L 0-2,L 230,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/5/20,awayTeamLogoCLE ,L 0-2,L 230,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/4/20,awayTeamLogoCLE ,L 0-2,L 230,U 10.5,43646,,,HOME,L,0,2,-2,3646,,,
Baltimore,2010,6/2/20,awayTeamLogoMIN ,L 1-4,L -214,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,6/1/20,awayTeamLogoMIN ,L 1-4,L -214,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,5/31/20,awayTeamLogoMIN ,L 1-4,L -214,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,5/30/20,awayTeamLogo@ CHW ,L 6-7,L 128,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,5/29/20,awayTeamLogo@ CHW ,L 6-7,L 128,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,5/28/20,awayTeamLogo@ CHW ,L 6-7,L 128,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,5/27/20,awayTeamLogo@ CHW ,L 6-7,L 128,O 9,43586,,,HOME,L,6,7,-1,3586,,,
Baltimore,2010,5/26/20,awayTeamLogo@ MIN ,L 1-4,L 195,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,5/25/20,awayTeamLogo@ MIN ,L 1-4,L 195,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,5/24/20,awayTeamLogo@ MIN ,L 1-4,L 195,U 8.5,43583,,,HOME,L,1,4,-3,3583,,,
Baltimore,2010,5/23/20,awayTeamLogo@ WAS ,L 5-6,L -165,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,5/22/20,awayTeamLogo@ WAS ,L 5-6,L -165,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,5/21/20,awayTeamLogo@ WAS ,L 5-6,L -165,O 7.5,44059,,,HOME,L,5,6,-1,4059,,,
Baltimore,2010,5/20/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,5/19/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,5/18/20,awayTeamLogoTB ,W 2-1,W 134,U 7.5,44094,,,HOME,W,2,1,1,4094,,,
Baltimore,2010,5/16/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,5/15/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,5/14/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,5/12/20,awayTeamLogo@ NYM ,L 6-7,L 184,O 9.5,44083,,,HOME,L,6,7,-1,4083,,,
Baltimore,2010,5/11/20,awayTeamLogo@ NYM ,L 6-7,L 184,O 9.5,44083,,,HOME,L,6,7,-1,4083,,,
Baltimore,2010,5/10/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,5/9/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,5/8/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,5/7/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,5/5/20,awayTeamLogo@ SEA ,W 2-1,W 107,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,5/4/20,awayTeamLogo@ SEA ,W 2-1,W 107,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,5/3/20,awayTeamLogo@ SEA ,W 2-1,W 107,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,5/2/20,awayTeamLogo@ OAK ,L 3-8,L 256,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,5/1/20,awayTeamLogo@ OAK ,L 3-8,L 256,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,4/30/20,awayTeamLogo@ OAK ,L 3-8,L 256,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,4/29/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/28/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/27/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/26/20,awayTeamLogoNYY ,L 1-3,L -164,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/25/20,awayTeamLogoOAK ,L 3-8,L -283,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,4/24/20,awayTeamLogoOAK ,L 3-8,L -283,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,4/23/20,awayTeamLogoOAK ,L 3-8,L -283,O 9.5,43635,,,HOME,L,3,8,-5,3635,,,
Baltimore,2010,4/21/20,awayTeamLogo@ MIA ,L 7-8,L 103,O 8.5,44049,,,HOME,L,7,8,-1,4049,,,
Baltimore,2010,4/20/20,awayTeamLogo@ MIA ,L 7-8,L 103,O 8.5,44049,,,HOME,L,7,8,-1,4049,,,
Baltimore,2010,4/18/20,awayTeamLogo@ TEX ,L 4-10,L -132,O 9.5,43716,,,HOME,L,4,10,-6,3716,,,
Baltimore,2010,4/17/20,awayTeamLogo@ TEX ,L 4-10,L -132,O 9.5,43716,,,HOME,L,4,10,-6,3716,,,
Baltimore,2010,4/16/20,awayTeamLogo@ TEX ,L 4-10,L -132,O 9.5,43716,,,HOME,L,4,10,-6,3716,,,
Baltimore,2010,4/15/20,awayTeamLogoSEA ,W 2-1,W -116,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,4/14/20,awayTeamLogoSEA ,W 2-1,W -116,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,4/13/20,awayTeamLogoSEA ,W 2-1,W -116,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,4/12/20,awayTeamLogoSEA ,W 2-1,W -116,U 9.5,43730,,,HOME,W,2,1,1,3730,,,
Baltimore,2010,4/11/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/10/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/8/20,awayTeamLogoBOS ,W 13-1,W -152,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/7/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/6/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/5/20,awayTeamLogo@ NYY ,L 1-3,L 150,U 9.5,44087,,,HOME,L,1,3,-2,4087,,,
Baltimore,2010,4/4/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/3/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/1/20,awayTeamLogo@ BOS ,W 13-1,W 140,O 9.5,44098,,,HOME,W,13,1,12,4098,,,
Baltimore,2010,4/8/00,,,,,,,,,,,,,,,,
Boston,2010,10/3/20,awayTeamLogo@ WAS ,W 9-5,W 102,O 11,44073,,,HOME,W,9,5,4,4073,,,
Boston,2010,10/2/20,awayTeamLogo@ WAS ,W 9-5,W 102,O 11,44073,,,HOME,W,9,5,4,4073,,,
Boston,2010,10/1/20,awayTeamLogo@ WAS ,W 9-5,W 102,O 11,44073,,,HOME,W,9,5,4,4073,,,
Boston,2010,9/30/20,awayTeamLogo@ BAL ,L 1-13,L 140,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/29/20,awayTeamLogo@ BAL ,L 1-13,L 140,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/28/20,awayTeamLogo@ BAL ,L 1-13,L 140,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/27/20,,,,,,,,,,,,,,,,
Boston,2010,9/26/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,9/25/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,9/24/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,9/22/20,awayTeamLogoNYM ,W 4-2,W -161,U 9.5,44042,,,HOME,W,4,2,2,4042,,,
Boston,2010,9/21/20,awayTeamLogoNYM ,W 4-2,W -161,U 9.5,44042,,,HOME,W,4,2,2,4042,,,
Boston,2010,9/19/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/18/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/17/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,9/15/20,awayTeamLogo@ SEA ,W 11-2,W 120,O 10,43597,,,HOME,W,11,2,9,3597,,,
Boston,2010,9/14/20,awayTeamLogo@ SEA ,W 11-2,W 120,O 10,43597,,,HOME,W,11,2,9,3597,,,
Boston,2010,9/13/20,awayTeamLogo@ SEA ,W 11-2,W 120,O 10,43597,,,HOME,W,11,2,9,3597,,,
Boston,2010,9/12/20,awayTeamLogo@ CHW ,L 7-8,L 304,O 9,43642,,,HOME,L,7,8,-1,3642,,,
Boston,2010,9/11/20,awayTeamLogo@ CHW ,L 7-8,L 304,O 9,43642,,,HOME,L,7,8,-1,3642,,,
Boston,2010,9/10/20,awayTeamLogo@ CHW ,L 7-8,L 304,O 9,43642,,,HOME,L,7,8,-1,3642,,,
Boston,2010,9/8/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,9/7/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,9/6/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,9/5/20,awayTeamLogoCLE ,W 5-1,W -187,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,9/4/20,awayTeamLogoCLE ,W 5-1,W -187,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,9/3/20,awayTeamLogoCLE ,W 5-1,W -187,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,9/2/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,9/1/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/31/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/30/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/29/20,awayTeamLogo@ CLE ,W 5-1,W 172,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,8/28/20,awayTeamLogo@ CLE ,W 5-1,W 172,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,8/27/20,awayTeamLogo@ CLE ,W 5-1,W 172,U 9,43691,,,HOME,W,5,1,4,3691,,,
Boston,2010,8/26/20,awayTeamLogoMIN ,L 1-2,L -144,U 11.5,43713,,,HOME,L,1,2,-1,3713,,,
Boston,2010,8/25/20,awayTeamLogoMIN ,L 1-2,L -144,U 11.5,43713,,,HOME,L,1,2,-1,3713,,,
Boston,2010,8/24/20,awayTeamLogoMIN ,L 1-2,L -144,U 11.5,43713,,,HOME,L,1,2,-1,3713,,,
Boston,2010,8/22/20,awayTeamLogoTEX ,L 5-7,L -127,O 10.5,43734,,,HOME,L,5,7,-2,3734,,,
Boston,2010,8/21/20,awayTeamLogoTEX ,L 5-7,L -127,O 10.5,43734,,,HOME,L,5,7,-2,3734,,,
Boston,2010,8/20/20,awayTeamLogoTEX ,L 5-7,L -127,O 10.5,43734,,,HOME,L,5,7,-2,3734,,,
Boston,2010,8/18/20,awayTeamLogo@ NYY ,W 10-2,W -192,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,8/17/20,awayTeamLogo@ NYY ,W 10-2,W -192,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,8/15/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,8/14/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,8/13/20,awayTeamLogoBAL ,L 1-13,L -152,O 9.5,44098,,,HOME,L,1,13,-12,4098,,,
Boston,2010,8/12/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/11/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/10/20,awayTeamLogoTB ,W 6-3,W -195,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,8/8/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,8/7/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,8/6/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,8/5/20,awayTeamLogo@ DET ,W 6-3,W -285,U 10.5,43653,,,HOME,W,6,3,3,3653,,,
Boston,2010,8/4/20,awayTeamLogo@ DET ,W 6-3,W -285,U 10.5,43653,,,HOME,W,6,3,3,3653,,,
Boston,2010,8/3/20,awayTeamLogo@ DET ,W 6-3,W -285,U 10.5,43653,,,HOME,W,6,3,3,3653,,,
Boston,2010,8/1/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,7/31/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,7/30/20,awayTeamLogo@ TB ,W 6-3,W 178,O 8.5,44087,,,HOME,W,6,3,3,4087,,,
Boston,2010,7/29/20,awayTeamLogoTOR ,L 8-10,L 109,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/28/20,awayTeamLogoTOR ,L 8-10,L 109,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/27/20,awayTeamLogoTOR ,L 8-10,L 109,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/26/20,awayTeamLogoTOR ,L 8-10,L 109,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/25/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/24/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/23/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/22/20,awayTeamLogoNYY ,W 10-2,W 175,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/21/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/20/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/19/20,awayTeamLogo@ TOR ,L 8-10,L -118,O 11,44080,,,HOME,L,8,10,-2,4080,,,
Boston,2010,7/18/20,awayTeamLogo@ NYY ,W 10-2,W -192,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/17/20,awayTeamLogo@ NYY ,W 10-2,W -192,O 9,44094,,,HOME,W,10,2,8,4094,,,
Boston,2010,7/16/20,awayTeamLogo@ NYY ,W 10-2,W -192,O 9,44094,,,HOME,W,10,2,8,4094,,,
